timestamp,device_id,pressure_bar,pressure_status,flow_rate_L_min,total_volume_L,tds_ppm,tds_status,ph,ph_status,temperature_C,wifi_status,signal_strength_dBm,sensor_status,alert
2025-01-08 02:45:00,ESP32_WATER_01,3.2,Normal,3.14,413.73,200,Good,7.0,Neutral,24.65,Connected,-85,OK,None
2025-01-08 03:00:00,ESP32_WATER_01,2.51,Normal,1.84,414.19,479,Moderate,6.71,Neutral,22.24,Connected,-63,OK,None
2025-01-08 03:15:00,ESP32_WATER_01,3.29,Normal,2.37,414.79,487,Moderate,6.99,Neutral,21.41,Connected,-46,OK,None
2025-01-08 03:30:00,ESP32_WATER_01,2.9,Normal,0.95,415.02,358,Moderate,6.87,Neutral,22.14,Connected,-70,OK,None
2025-01-08 03:45:00,ESP32_WATER_01,2.85,Normal,1.93,415.51,250,Good,6.8,Neutral,21.57,Connected,-47,OK,None
2025-01-08 04:00:00,ESP32_WATER_01,3.28,Normal,4.33,416.59,269,Good,6.72,Neutral,33.67,Connected,-67,OK,None
2025-01-08 04:15:00,ESP32_WATER_01,3.18,Normal,4.23,417.65,244,Good,7.73,Neutral,22.37,Connected,-78,OK,None
2025-01-08 04:30:00,ESP32_WATER_01,2.86,Normal,5.58,419.04,237,Good,7.51,Neutral,24.88,Connected,-62,OK,None
2025-01-08 04:45:00,ESP32_WATER_01,3.46,Normal,3.65,419.96,269,Good,8.18,Neutral,24.74,Connected,-70,OK,None
2025-01-08 05:00:00,ESP32_WATER_01,2.57,Normal,2.52,420.59,353,Moderate,7.29,Neutral,29.24,Connected,-73,OK,None
2025-01-08 05:15:00,ESP32_WATER_01,3.25,Normal,3.52,421.47,330,Moderate,7.49,Neutral,26.29,Connected,-56,OK,None
2025-01-08 05:30:00,ESP32_WATER_01,3.24,Normal,0.71,421.65,441,Moderate,7.17,Neutral,26.27,Connected,-73,OK,None
2025-01-08 05:45:00,ESP32_WATER_01,2.88,Normal,3.34,422.48,198,Good,7.8,Neutral,25.52,Connected,-65,OK,None
2025-01-08 06:00:00,ESP32_WATER_01,3.13,Normal,3.74,423.42,249,Good,7.18,Neutral,25.83,Connected,-67,OK,None
2025-01-08 06:15:00,ESP32_WATER_01,2.5,Normal,1.91,423.9,159,Good,7.59,Neutral,25.97,Connected,-59,OK,None
2025-01-08 06:30:00,ESP32_WATER_01,3.37,Normal,2.07,424.41,331,Moderate,7.27,Neutral,23.12,Connected,-48,OK,None
2025-01-08 06:45:00,ESP32_WATER_01,2.93,Normal,1.62,424.82,448,Moderate,7.94,Neutral,22.25,Connected,-48,OK,None
2025-01-08 07:00:00,ESP32_WATER_01,2.79,Normal,1.87,425.28,282,Good,7.01,Neutral,25.18,Connected,-63,OK,None
2025-01-08 07:15:00,ESP32_WATER_01,3.42,Normal,2.27,425.85,429,Moderate,7.66,Neutral,23.39,Connected,-70,OK,None
2025-01-08 07:30:00,ESP32_WATER_01,2.72,Normal,2.44,426.46,375,Moderate,7.16,Neutral,25.55,Connected,-62,OK,None
2025-01-08 07:45:00,ESP32_WATER_01,2.44,Normal,0.97,426.7,389,Moderate,6.87,Neutral,21.76,Connected,-70,OK,None
2025-01-08 08:00:00,ESP32_WATER_01,2.38,Normal,1.13,426.98,366,Moderate,7.18,Neutral,20.58,Connected,-70,OK,None
2025-01-08 08:15:00,ESP32_WATER_01,3.24,Normal,3.14,427.77,464,Moderate,6.3,Acidic,21.16,Connected,-75,OK,pH Out of Range
2025-01-08 08:30:00,ESP32_WATER_01,2.49,Normal,2.61,428.42,303,Moderate,7.57,Neutral,24.78,Connected,-60,OK,None
2025-01-08 08:45:00,ESP32_WATER_01,3.7,Normal,1.04,428.68,374,Moderate,7.47,Neutral,20.15,Connected,-70,OK,None
2025-01-08 09:00:00,ESP32_WATER_01,2.17,Normal,1.8,429.13,467,Moderate,7.96,Neutral,30.85,Connected,-71,OK,None
2025-01-08 09:15:00,ESP32_WATER_01,3.68,Normal,6.11,430.66,238,Good,6.82,Neutral,30.86,Connected,-68,OK,None
2025-01-08 09:30:00,ESP32_WATER_01,1.54,Low,0.21,430.71,302,Moderate,6.9,Neutral,27.66,Connected,-46,OK,Pressure Alert
2025-01-08 09:45:00,ESP32_WATER_01,2.96,Normal,0.09,430.73,365,Moderate,6.69,Neutral,23.89,Connected,-68,OK,None
2025-01-08 10:00:00,ESP32_WATER_01,2.78,Normal,0.21,430.79,251,Good,7.35,Neutral,23.55,Connected,-51,OK,None
2025-01-08 10:15:00,ESP32_WATER_01,3.16,Normal,7.7,432.71,247,Good,7.03,Neutral,25.89,Connected,-81,OK,None
2025-01-08 10:30:00,ESP32_WATER_01,2.98,Normal,0.79,432.91,482,Moderate,6.87,Neutral,26.79,Connected,-84,OK,None
2025-01-08 10:45:00,ESP32_WATER_01,3.44,Normal,1.55,433.29,255,Good,7.36,Neutral,25.89,Connected,-56,OK,None
2025-01-08 11:00:00,ESP32_WATER_01,3.05,Normal,2.96,434.03,290,Good,7.64,Neutral,21.07,Connected,-55,OK,None
2025-01-08 11:15:00,ESP32_WATER_01,3.06,Normal,2.82,434.74,337,Moderate,7.24,Neutral,24.43,Connected,-61,OK,None
2025-01-08 11:30:00,ESP32_WATER_01,2.85,Normal,1.63,435.15,354,Moderate,7.01,Neutral,26.6,Connected,-55,OK,None
2025-01-08 11:45:00,ESP32_WATER_01,2.98,Normal,4.98,436.39,276,Good,7.67,Neutral,17.92,Connected,-67,OK,None
2025-01-08 12:00:00,ESP32_WATER_01,3.12,Normal,3.43,437.25,303,Moderate,7.1,Neutral,21.68,Connected,-52,OK,None
2025-01-08 12:15:00,ESP32_WATER_01,2.32,Normal,1.17,437.54,239,Good,7.09,Neutral,26.58,Connected,-68,OK,None
2025-01-08 12:30:00,ESP32_WATER_01,2.46,Normal,0.82,437.75,275,Good,7.41,Neutral,24.06,Connected,-47,OK,None
2025-01-08 12:45:00,ESP32_WATER_01,3.3,Normal,2.24,438.31,375,Moderate,6.93,Neutral,24.07,Connected,-53,OK,None
2025-01-08 13:00:00,ESP32_WATER_01,3.07,Normal,3.54,439.19,392,Moderate,7.61,Neutral,28.33,Connected,-83,OK,None
2025-01-08 13:15:00,ESP32_WATER_01,2.93,Normal,6.2,440.74,401,Moderate,6.83,Neutral,24.84,Connected,-68,OK,None
2025-01-08 13:30:00,ESP32_WATER_01,3.01,Normal,2.52,441.37,319,Moderate,6.96,Neutral,23.58,Connected,-50,OK,None
2025-01-08 13:45:00,ESP32_WATER_01,3.14,Normal,1.49,441.75,304,Moderate,6.74,Neutral,24.07,Connected,-60,OK,None
2025-01-08 14:00:00,ESP32_WATER_01,2.78,Normal,4.69,442.92,215,Good,7.55,Neutral,24.17,Connected,-58,OK,None
2025-01-08 14:15:00,ESP32_WATER_01,2.69,Normal,4.27,443.98,291,Good,7.74,Neutral,22.5,Connected,-54,OK,None
2025-01-08 14:30:00,ESP32_WATER_01,3.08,Normal,3.41,444.84,333,Moderate,7.14,Neutral,24.33,Connected,-49,OK,None
2025-01-08 14:45:00,ESP32_WATER_01,2.61,Normal,0.68,445.01,407,Moderate,7.38,Neutral,21.58,Disconnected,-79,Fault,None
2025-01-08 15:00:00,ESP32_WATER_01,3.16,Normal,1.55,445.39,165,Good,7.35,Neutral,24.0,Connected,-58,OK,None
2025-01-08 15:15:00,ESP32_WATER_01,2.32,Normal,1.72,445.82,293,Good,7.32,Neutral,23.45,Connected,-54,OK,None
2025-01-08 15:30:00,ESP32_WATER_01,3.41,Normal,3.41,446.68,138,Good,6.74,Neutral,25.69,Connected,-50,OK,None
2025-01-08 15:45:00,ESP32_WATER_01,3.19,Normal,0.31,446.75,191,Good,6.94,Neutral,29.54,Connected,-64,OK,None
2025-01-08 16:00:00,ESP32_WATER_01,3.1,Normal,1.46,447.12,425,Moderate,7.5,Neutral,25.78,Connected,-77,OK,None
2025-01-08 16:15:00,ESP32_WATER_01,3.39,Normal,2.03,447.62,215,Good,7.69,Neutral,25.31,Connected,-69,OK,None
2025-01-08 16:30:00,ESP32_WATER_01,3.67,Normal,1.67,448.04,328,Moderate,7.58,Neutral,25.7,Connected,-76,OK,None
2025-01-08 16:45:00,ESP32_WATER_01,3.41,Normal,5.78,449.49,402,Moderate,7.21,Neutral,22.41,Connected,-59,OK,None
2025-01-08 17:00:00,ESP32_WATER_01,2.26,Normal,3.99,450.48,282,Good,7.52,Neutral,27.11,Connected,-69,OK,None
2025-01-08 17:15:00,ESP32_WATER_01,2.49,Normal,3.99,451.48,222,Good,6.59,Neutral,26.22,Connected,-54,OK,None
2025-01-08 17:30:00,ESP32_WATER_01,2.75,Normal,1.37,451.82,329,Moderate,6.39,Acidic,24.87,Connected,-75,OK,pH Out of Range
2025-01-08 17:45:00,ESP32_WATER_01,3.01,Normal,2.28,452.39,1111,Poor,6.65,Neutral,26.06,Connected,-61,OK,High TDS
2025-01-08 18:00:00,ESP32_WATER_01,3.21,Normal,0.95,452.63,399,Moderate,8.33,Neutral,25.98,Connected,-69,OK,None
2025-01-08 18:15:00,ESP32_WATER_01,2.71,Normal,0.98,452.88,300,Moderate,8.03,Neutral,25.99,Connected,-59,OK,None
2025-01-08 18:30:00,ESP32_WATER_01,3.07,Normal,4.02,453.88,275,Good,6.56,Neutral,27.98,Connected,-71,OK,None
2025-01-08 18:45:00,ESP32_WATER_01,2.7,Normal,3.57,454.77,412,Moderate,7.11,Neutral,22.73,Connected,-81,OK,None
2025-01-08 19:00:00,ESP32_WATER_01,2.76,Normal,0.89,455.0,203,Good,7.03,Neutral,28.93,Connected,-73,OK,None
2025-01-08 19:15:00,ESP32_WATER_01,2.44,Normal,2.17,455.54,394,Moderate,7.72,Neutral,20.19,Connected,-80,OK,None
2025-01-08 19:30:00,ESP32_WATER_01,2.63,Normal,0.48,455.66,277,Good,7.46,Neutral,26.99,Connected,-66,OK,None
2025-01-08 19:45:00,ESP32_WATER_01,2.46,Normal,2.93,456.39,201,Good,7.05,Neutral,25.5,Connected,-83,OK,None
2025-01-08 20:00:00,ESP32_WATER_01,2.61,Normal,0.87,456.61,178,Good,7.42,Neutral,22.11,Connected,-58,OK,None
2025-01-08 20:15:00,ESP32_WATER_01,3.42,Normal,2.18,457.15,450,Moderate,7.51,Neutral,28.09,Connected,-83,OK,None
2025-01-08 20:30:00,ESP32_WATER_01,2.62,Normal,6.08,458.67,303,Moderate,6.46,Acidic,19.56,Connected,-53,OK,pH Out of Range
2025-01-08 20:45:00,ESP32_WATER_01,4.05,Normal,0.77,458.86,248,Good,7.41,Neutral,29.88,Connected,-84,OK,None
2025-01-08 21:00:00,ESP32_WATER_01,3.2,Normal,2.59,459.51,316,Moderate,7.19,Neutral,31.77,Connected,-49,OK,None
2025-01-08 21:15:00,ESP32_WATER_01,3.07,Normal,1.94,460.0,274,Good,6.74,Neutral,24.51,Connected,-57,OK,None
2025-01-08 21:30:00,ESP32_WATER_01,2.66,Normal,0.71,460.17,276,Good,6.96,Neutral,21.92,Disconnected,-72,Fault,None
2025-01-08 21:45:00,ESP32_WATER_01,3.28,Normal,1.1,460.45,280,Good,7.31,Neutral,23.27,Connected,-79,OK,None
2025-01-08 22:00:00,ESP32_WATER_01,2.77,Normal,2.75,461.14,320,Moderate,7.25,Neutral,27.93,Connected,-82,OK,None
2025-01-08 22:15:00,ESP32_WATER_01,3.05,Normal,1.7,461.56,380,Moderate,7.12,Neutral,24.03,Connected,-65,OK,None
2025-01-08 22:30:00,ESP32_WATER_01,4.02,Normal,5.08,462.83,197,Good,7.08,Neutral,16.19,Connected,-61,OK,None
2025-01-08 22:45:00,ESP32_WATER_01,2.96,Normal,2.84,463.54,428,Moderate,7.22,Neutral,26.15,Connected,-77,OK,None
2025-01-08 23:00:00,ESP32_WATER_01,3.46,Normal,0.83,463.75,244,Good,6.56,Neutral,27.68,Connected,-74,OK,None
2025-01-08 23:15:00,ESP32_WATER_01,2.72,Normal,3.67,464.67,340,Moderate,7.89,Neutral,26.54,Connected,-74,OK,None
2025-01-08 23:30:00,ESP32_WATER_01,2.99,Normal,3.98,465.66,315,Moderate,7.05,Neutral,27.02,Connected,-81,OK,None
2025-01-08 23:45:00,ESP32_WATER_01,1.85,Low,2.46,466.27,255,Good,7.4,Neutral,29.81,Connected,-57,OK,Pressure Alert
2025-01-09 00:00:00,ESP32_WATER_01,2.75,Normal,3.01,467.03,410,Moderate,7.85,Neutral,24.37,Connected,-59,OK,None
2025-01-09 00:15:00,ESP32_WATER_01,3.72,Normal,2.43,467.64,256,Good,7.65,Neutral,30.15,Connected,-47,OK,None
2025-01-09 00:30:00,ESP32_WATER_01,3.28,Normal,4.59,468.78,433,Moderate,7.32,Neutral,24.54,Connected,-66,OK,None
2025-01-09 00:45:00,ESP32_WATER_01,2.78,Normal,4.22,469.84,373,Moderate,7.16,Neutral,28.38,Connected,-57,OK,None
2025-01-09 01:00:00,ESP32_WATER_01,3.25,Normal,0.48,469.96,260,Good,7.19,Neutral,24.57,Connected,-67,OK,None
2025-01-09 01:15:00,ESP32_WATER_01,3.39,Normal,0.42,470.06,224,Good,6.55,Neutral,31.11,Connected,-50,OK,None
2025-01-09 01:30:00,ESP32_WATER_01,3.25,Normal,1.72,470.49,1013,Poor,6.71,Neutral,26.94,Connected,-53,OK,High TDS
2025-01-09 01:45:00,ESP32_WATER_01,2.37,Normal,3.51,471.37,228,Good,7.3,Neutral,24.71,Connected,-78,OK,None
2025-01-09 02:00:00,ESP32_WATER_01,2.71,Normal,4.47,472.49,309,Moderate,7.05,Neutral,21.4,Connected,-56,OK,None
2025-01-09 02:15:00,ESP32_WATER_01,2.9,Normal,1.51,472.87,375,Moderate,6.6,Neutral,25.62,Connected,-52,OK,None
2025-01-09 02:30:00,ESP32_WATER_01,2.97,Normal,1.69,473.29,357,Moderate,7.32,Neutral,22.54,Connected,-55,OK,None
2025-01-09 02:45:00,ESP32_WATER_01,3.25,Normal,1.58,473.69,303,Moderate,7.5,Neutral,26.32,Connected,-85,OK,None
2025-01-09 03:00:00,ESP32_WATER_01,3.07,Normal,1.88,474.16,261,Good,7.67,Neutral,26.98,Connected,-51,OK,None
2025-01-09 03:15:00,ESP32_WATER_01,2.47,Normal,2.26,474.72,377,Moderate,7.41,Neutral,28.12,Connected,-67,OK,None
2025-01-09 03:30:00,ESP32_WATER_01,3.15,Normal,1.38,475.06,169,Good,6.95,Neutral,26.61,Connected,-68,OK,None
2025-01-09 03:45:00,ESP32_WATER_01,3.24,Normal,1.58,475.46,340,Moderate,7.47,Neutral,25.24,Connected,-69,OK,None
2025-01-09 04:00:00,ESP32_WATER_01,3.22,Normal,2.65,476.12,216,Good,7.31,Neutral,28.97,Connected,-55,OK,None
2025-01-09 04:15:00,ESP32_WATER_01,3.43,Normal,0.63,476.28,249,Good,6.83,Neutral,29.32,Connected,-66,OK,None
2025-01-09 04:30:00,ESP32_WATER_01,3.33,Normal,6.47,477.9,349,Moderate,6.82,Neutral,21.84,Connected,-57,OK,None
2025-01-09 04:45:00,ESP32_WATER_01,3.18,Normal,3.45,478.76,260,Good,7.54,Neutral,30.29,Connected,-47,OK,None
2025-01-09 05:00:00,ESP32_WATER_01,1.49,Low,4.94,479.99,412,Moderate,7.33,Neutral,28.69,Connected,-65,OK,Pressure Alert
2025-01-09 05:15:00,ESP32_WATER_01,2.34,Normal,0.92,480.22,376,Moderate,7.3,Neutral,22.44,Connected,-77,OK,None
2025-01-09 05:30:00,ESP32_WATER_01,3.17,Normal,1.22,480.53,264,Good,7.23,Neutral,19.36,Connected,-56,OK,None
2025-01-09 05:45:00,ESP32_WATER_01,3.08,Normal,0.14,480.57,301,Moderate,7.44,Neutral,28.61,Connected,-53,OK,None
2025-01-09 06:00:00,ESP32_WATER_01,3.11,Normal,2.08,481.09,231,Good,7.0,Neutral,25.62,Connected,-68,OK,None
2025-01-09 06:15:00,ESP32_WATER_01,2.49,Normal,2.12,481.62,357,Moderate,7.15,Neutral,23.63,Connected,-76,OK,None
2025-01-09 06:30:00,ESP32_WATER_01,2.57,Normal,2.46,482.23,445,Moderate,7.5,Neutral,25.94,Connected,-85,OK,None
2025-01-09 06:45:00,ESP32_WATER_01,3.42,Normal,0.39,482.33,224,Good,7.21,Neutral,28.56,Connected,-58,OK,None
2025-01-09 07:00:00,ESP32_WATER_01,2.98,Normal,1.95,482.82,335,Moderate,6.9,Neutral,18.91,Connected,-53,OK,None
2025-01-09 07:15:00,ESP32_WATER_01,3.27,Normal,2.56,483.46,345,Moderate,6.92,Neutral,25.38,Connected,-47,OK,None
2025-01-09 07:30:00,ESP32_WATER_01,3.01,Normal,2.86,484.17,219,Good,7.22,Neutral,25.17,Connected,-68,OK,None
2025-01-09 07:45:00,ESP32_WATER_01,5.42,High,1.27,484.49,239,Good,6.17,Acidic,29.49,Connected,-77,OK,Pressure Alert
2025-01-09 08:00:00,ESP32_WATER_01,3.38,Normal,7.11,486.27,175,Good,7.9,Neutral,27.49,Connected,-58,OK,None
2025-01-09 08:15:00,ESP32_WATER_01,2.79,Normal,1.68,486.69,364,Moderate,7.13,Neutral,27.46,Connected,-63,OK,None
2025-01-09 08:30:00,ESP32_WATER_01,3.04,Normal,2.24,487.24,291,Good,7.39,Neutral,23.67,Connected,-60,OK,None
2025-01-09 08:45:00,ESP32_WATER_01,2.82,Normal,1.53,487.63,261,Good,7.45,Neutral,27.01,Connected,-53,OK,None
2025-01-09 09:00:00,ESP32_WATER_01,2.83,Normal,1.28,487.95,485,Moderate,7.3,Neutral,23.54,Connected,-66,OK,None
2025-01-09 09:15:00,ESP32_WATER_01,2.88,Normal,3.2,488.75,439,Moderate,6.65,Neutral,24.67,Connected,-70,OK,None
2025-01-09 09:30:00,ESP32_WATER_01,3.09,Normal,0.41,488.85,422,Moderate,6.77,Neutral,26.72,Connected,-67,OK,None
2025-01-09 09:45:00,ESP32_WATER_01,2.81,Normal,3.34,489.69,147,Good,6.6,Neutral,25.26,Connected,-54,OK,None
2025-01-09 10:00:00,ESP32_WATER_01,3.5,Normal,2.2,490.24,278,Good,7.64,Neutral,25.95,Connected,-75,OK,None
2025-01-09 10:15:00,ESP32_WATER_01,2.64,Normal,1.75,490.67,184,Good,6.58,Neutral,28.94,Connected,-46,OK,None
2025-01-09 10:30:00,ESP32_WATER_01,2.93,Normal,0.67,490.84,254,Good,6.93,Neutral,23.91,Connected,-60,OK,None
2025-01-09 10:45:00,ESP32_WATER_01,2.82,Normal,2.07,491.36,276,Good,7.72,Neutral,21.89,Disconnected,-85,Fault,None
2025-01-09 11:00:00,ESP32_WATER_01,3.58,Normal,3.18,492.15,263,Good,6.75,Neutral,22.28,Connected,-48,OK,None
2025-01-09 11:15:00,ESP32_WATER_01,3.08,Normal,2.27,492.72,340,Moderate,7.26,Neutral,21.63,Connected,-74,OK,None
2025-01-09 11:30:00,ESP32_WATER_01,3.41,Normal,1.91,493.2,390,Moderate,7.5,Neutral,29.82,Connected,-77,OK,None
2025-01-09 11:45:00,ESP32_WATER_01,2.41,Normal,1.65,493.61,310,Moderate,7.18,Neutral,26.96,Connected,-78,OK,None
2025-01-09 12:00:00,ESP32_WATER_01,3.11,Normal,1.4,493.96,345,Moderate,7.26,Neutral,28.21,Connected,-55,OK,None
2025-01-09 12:15:00,ESP32_WATER_01,3.36,Normal,0.72,494.14,444,Moderate,7.41,Neutral,27.67,Connected,-66,OK,None
2025-01-09 12:30:00,ESP32_WATER_01,3.03,Normal,3.13,494.92,264,Good,7.91,Neutral,24.4,Connected,-67,OK,None
2025-01-09 12:45:00,ESP32_WATER_01,3.43,Normal,2.38,495.52,392,Moderate,6.83,Neutral,29.89,Connected,-54,OK,None
2025-01-09 13:00:00,ESP32_WATER_01,2.79,Normal,3.28,496.34,522,Moderate,7.02,Neutral,22.93,Connected,-81,OK,None
2025-01-09 13:15:00,ESP32_WATER_01,3.56,Normal,1.38,496.68,465,Moderate,7.45,Neutral,31.04,Disconnected,-55,Fault,None
2025-01-09 13:30:00,ESP32_WATER_01,3.92,Normal,1.75,497.12,450,Moderate,7.12,Neutral,25.37,Connected,-64,OK,None
2025-01-09 13:45:00,ESP32_WATER_01,2.85,Normal,0.68,497.29,378,Moderate,6.98,Neutral,30.37,Connected,-66,OK,None
2025-01-09 14:00:00,ESP32_WATER_01,2.82,Normal,0.44,497.4,412,Moderate,7.61,Neutral,21.85,Connected,-74,OK,None
2025-01-09 14:15:00,ESP32_WATER_01,3.58,Normal,2.15,497.94,281,Good,6.31,Acidic,23.71,Connected,-67,OK,pH Out of Range
2025-01-09 14:30:00,ESP32_WATER_01,3.63,Normal,0.21,497.99,313,Moderate,7.65,Neutral,20.19,Connected,-49,OK,None
2025-01-09 14:45:00,ESP32_WATER_01,2.79,Normal,2.58,498.64,304,Moderate,7.84,Neutral,28.13,Connected,-84,OK,None
2025-01-09 15:00:00,ESP32_WATER_01,2.83,Normal,1.23,498.94,266,Good,7.12,Neutral,25.76,Connected,-82,OK,None
2025-01-09 15:15:00,ESP32_WATER_01,2.89,Normal,7.93,500.93,829,Poor,6.67,Neutral,31.05,Connected,-56,OK,High TDS
2025-01-09 15:30:00,ESP32_WATER_01,2.46,Normal,2.04,501.44,278,Good,7.27,Neutral,23.55,Connected,-63,OK,None
2025-01-09 15:45:00,ESP32_WATER_01,2.63,Normal,3.03,502.19,324,Moderate,7.39,Neutral,29.01,Connected,-65,OK,None
2025-01-09 16:00:00,ESP32_WATER_01,2.6,Normal,1.14,502.48,209,Good,6.54,Neutral,25.24,Connected,-81,OK,None
2025-01-09 16:15:00,ESP32_WATER_01,2.69,Normal,4.37,503.57,277,Good,7.23,Neutral,24.72,Connected,-79,OK,None
2025-01-09 16:30:00,ESP32_WATER_01,2.99,Normal,4.61,504.72,425,Moderate,7.98,Neutral,24.13,Connected,-74,OK,None
2025-01-09 16:45:00,ESP32_WATER_01,3.09,Normal,3.9,505.7,335,Moderate,7.71,Neutral,22.46,Connected,-75,OK,None
2025-01-09 17:00:00,ESP32_WATER_01,3.62,Normal,6.97,507.44,426,Moderate,7.41,Neutral,26.12,Connected,-72,OK,None
2025-01-09 17:15:00,ESP32_WATER_01,2.6,Normal,0.77,507.63,271,Good,7.36,Neutral,25.63,Connected,-47,OK,None
2025-01-09 17:30:00,ESP32_WATER_01,3.39,Normal,3.19,508.43,300,Moderate,7.22,Neutral,20.28,Connected,-83,OK,None
2025-01-09 17:45:00,ESP32_WATER_01,2.91,Normal,1.04,508.69,337,Moderate,7.26,Neutral,17.47,Connected,-63,OK,None
2025-01-09 18:00:00,ESP32_WATER_01,2.98,Normal,0.8,508.89,304,Moderate,7.16,Neutral,24.06,Connected,-83,OK,None
2025-01-09 18:15:00,ESP32_WATER_01,3.27,Normal,1.95,509.38,208,Good,7.28,Neutral,28.49,Connected,-50,OK,None
2025-01-09 18:30:00,ESP32_WATER_01,4.59,High,2.4,509.98,365,Moderate,6.55,Neutral,25.67,Connected,-47,OK,Pressure Alert
2025-01-09 18:45:00,ESP32_WATER_01,3.15,Normal,1.85,510.44,241,Good,6.33,Acidic,21.09,Connected,-62,OK,pH Out of Range
2025-01-09 19:00:00,ESP32_WATER_01,3.07,Normal,0.61,510.6,797,Poor,6.9,Neutral,19.68,Connected,-53,OK,High TDS
2025-01-09 19:15:00,ESP32_WATER_01,3.2,Normal,2.11,511.12,149,Good,7.61,Neutral,28.46,Connected,-54,OK,None
2025-01-09 19:30:00,ESP32_WATER_01,3.12,Normal,1.98,511.62,268,Good,7.44,Neutral,20.04,Connected,-56,OK,None
2025-01-09 19:45:00,ESP32_WATER_01,3.98,Normal,0.83,511.82,309,Moderate,7.54,Neutral,27.28,Connected,-50,OK,None
2025-01-09 20:00:00,ESP32_WATER_01,2.74,Normal,5.21,513.13,364,Moderate,7.24,Neutral,26.71,Connected,-83,OK,None
2025-01-09 20:15:00,ESP32_WATER_01,2.79,Normal,6.56,514.77,221,Good,7.69,Neutral,29.9,Connected,-80,OK,None
2025-01-09 20:30:00,ESP32_WATER_01,2.75,Normal,2.21,515.32,248,Good,7.73,Neutral,23.11,Connected,-54,OK,None
2025-01-09 20:45:00,ESP32_WATER_01,2.78,Normal,0.1,515.34,461,Moderate,7.68,Neutral,27.82,Connected,-80,OK,None
2025-01-09 21:00:00,ESP32_WATER_01,2.75,Normal,1.99,515.84,477,Moderate,6.93,Neutral,29.2,Connected,-82,OK,None
2025-01-09 21:15:00,ESP32_WATER_01,3.48,Normal,4.22,516.9,361,Moderate,7.22,Neutral,20.99,Connected,-82,OK,None
2025-01-09 21:30:00,ESP32_WATER_01,1.78,Low,2.03,517.4,422,Moderate,7.01,Neutral,25.4,Connected,-73,OK,Pressure Alert
2025-01-09 21:45:00,ESP32_WATER_01,2.77,Normal,1.84,517.86,288,Good,7.79,Neutral,24.88,Connected,-83,OK,None
2025-01-09 22:00:00,ESP32_WATER_01,2.67,Normal,3.23,518.67,372,Moderate,7.65,Neutral,21.81,Connected,-51,OK,None
2025-01-09 22:15:00,ESP32_WATER_01,3.19,Normal,8.0,520.67,920,Poor,7.38,Neutral,25.79,Connected,-70,OK,High TDS
2025-01-09 22:30:00,ESP32_WATER_01,2.78,Normal,2.57,521.31,244,Good,7.48,Neutral,21.49,Connected,-62,OK,None
2025-01-09 22:45:00,ESP32_WATER_01,3.25,Normal,2.23,521.87,335,Moderate,7.32,Neutral,26.15,Connected,-46,OK,None
2025-01-09 23:00:00,ESP32_WATER_01,3.08,Normal,4.85,523.08,296,Good,6.83,Neutral,31.52,Connected,-62,OK,None
2025-01-09 23:15:00,ESP32_WATER_01,2.39,Normal,2.8,523.78,349,Moderate,7.63,Neutral,24.39,Connected,-62,OK,None
2025-01-09 23:30:00,ESP32_WATER_01,3.62,Normal,6.04,525.29,277,Good,8.01,Neutral,24.72,Connected,-48,OK,None
2025-01-09 23:45:00,ESP32_WATER_01,3.72,Normal,0.82,525.5,203,Good,7.4,Neutral,29.25,Connected,-81,OK,None
2025-01-10 00:00:00,ESP32_WATER_01,2.75,Normal,0.83,525.7,321,Moderate,7.15,Neutral,28.78,Connected,-67,OK,None
2025-01-10 00:15:00,ESP32_WATER_01,2.84,Normal,0.98,525.95,386,Moderate,6.91,Neutral,23.15,Connected,-79,OK,None
2025-01-10 00:30:00,ESP32_WATER_01,3.11,Normal,3.72,526.88,386,Moderate,7.1,Neutral,27.06,Connected,-56,OK,None
2025-01-10 00:45:00,ESP32_WATER_01,3.13,Normal,2.58,527.52,177,Good,6.69,Neutral,16.14,Connected,-61,OK,None
2025-01-10 01:00:00,ESP32_WATER_01,3.26,Normal,1.63,527.93,334,Moderate,6.83,Neutral,21.99,Connected,-85,OK,None
2025-01-10 01:15:00,ESP32_WATER_01,3.8,Normal,2.59,528.58,375,Moderate,7.13,Neutral,28.21,Connected,-84,OK,None
2025-01-10 01:30:00,ESP32_WATER_01,2.93,Normal,4.11,529.61,330,Moderate,7.33,Neutral,23.47,Connected,-78,OK,None
2025-01-10 01:45:00,ESP32_WATER_01,2.68,Normal,1.57,530.0,389,Moderate,6.61,Neutral,24.4,Connected,-82,OK,None
2025-01-10 02:00:00,ESP32_WATER_01,2.45,Normal,3.42,530.85,207,Good,7.28,Neutral,22.23,Connected,-54,OK,None
2025-01-10 02:15:00,ESP32_WATER_01,2.71,Normal,1.42,531.2,228,Good,7.83,Neutral,21.75,Connected,-48,OK,None
2025-01-10 02:30:00,ESP32_WATER_01,2.99,Normal,0.46,531.32,367,Moderate,7.37,Neutral,17.51,Connected,-80,OK,None
2025-01-10 02:45:00,ESP32_WATER_01,3.72,Normal,2.03,531.83,292,Good,7.4,Neutral,23.91,Connected,-46,OK,None
2025-01-10 03:00:00,ESP32_WATER_01,2.79,Normal,0.4,531.93,413,Moderate,7.36,Neutral,26.4,Connected,-53,OK,None
